NAICS,NAICS_TITLE,I_GROUP,OCC_TITLE,TOT_EMP,PCT_TOTAL,A_MEAN,A_MEDIAN,IDS,PARENTS
000000,Cross-industry,cross-industry,All Occupations,140886310.0,,58260.0,45760.0,0,
000000,Cross-industry,cross-industry,Management Occupations,8909910.0,,123370.0,102450.0,0,
000000,Cross-industry,cross-industry,Chief Executives,200480.0,,213020.0,179520.0,0,
000000,Cross-industry,cross-industry,General and Operations Managers,2984920.0,,115250.0,97970.0,0,
000000,Cross-industry,cross-industry,Legislators,44590.0,,57110.0,37270.0,0,
000000,Cross-industry,cross-industry,Advertising and Promotions Managers,22520.0,,142860.0,127150.0,0,
000000,Cross-industry,cross-industry,Marketing Managers,278690.0,,153440.0,135030.0,0,
000000,Cross-industry,cross-industry,Sales Managers,453800.0,,142390.0,127490.0,0,
000000,Cross-industry,cross-industry,Public Relations Managers,59850.0,,138000.0,125780.0,0,
000000,Cross-industry,cross-industry,Fundraising Managers,23190.0,,119400.0,100810.0,0,
000000,Cross-industry,cross-industry,Administrative Services Managers,224620.0,,113030.0,100170.0,0,
000000,Cross-industry,cross-industry,Facilities Managers,101230.0,,101970.0,97930.0,0,
000000,Cross-industry,cross-industry,Computer and Information Systems Managers,485190.0,,162930.0,159010.0,0,
000000,Cross-industry,cross-industry,Financial Managers,681070.0,,153460.0,131710.0,0,
000000,Cross-industry,cross-industry,Industrial Production Managers,192270.0,,117780.0,103150.0,0,
000000,Cross-industry,cross-industry,Purchasing Managers,69310.0,,134590.0,127150.0,0,
000000,Cross-industry,cross-industry,"Transportation, Storage, and Distribution Managers",144640.0,,105580.0,98230.0,0,
000000,Cross-industry,cross-industry,Compensation and Benefits Managers,15330.0,,139470.0,127530.0,0,
000000,Cross-industry,cross-industry,Human Resources Managers,166530.0,,136590.0,126230.0,0,
000000,Cross-industry,cross-industry,Training and Development Managers,35830.0,,128800.0,120130.0,0,
000000,Cross-industry,cross-industry,"Farmers, Ranchers, and Other Agricultural Managers",5220.0,,78440.0,73060.0,0,
000000,Cross-industry,cross-industry,Construction Managers,284750.0,,108210.0,98890.0,0,
000000,Cross-industry,cross-industry,"Education and Childcare Administrators, Preschool and Daycare",56430.0,,53800.0,47310.0,0,
000000,Cross-industry,cross-industry,"Education Administrators, Kindergarten through Secondary",274710.0,,102650.0,98420.0,0,
000000,Cross-industry,cross-industry,"Education Administrators, Postsecondary",155990.0,,111260.0,96910.0,0,
000000,Cross-industry,cross-industry,"Education Administrators, All Other",49970.0,,94730.0,90560.0,0,
000000,Cross-industry,cross-industry,Architectural and Engineering Managers,187100.0,,158970.0,152350.0,0,
000000,Cross-industry,cross-industry,Food Service Managers,210680.0,,63970.0,59440.0,0,
000000,Cross-industry,cross-industry,Gambling Managers,3660.0,,89190.0,76910.0,0,
000000,Cross-industry,cross-industry,"Entertainment and Recreation Managers, Except Gambling",17800.0,,73810.0,62000.0,0,
000000,Cross-industry,cross-industry,Lodging Managers,35920.0,,67770.0,59430.0,0,
000000,Cross-industry,cross-industry,Medical and Health Services Managers,436770.0,,119840.0,101340.0,0,
000000,Cross-industry,cross-industry,Natural Sciences Managers,74760.0,,156110.0,137900.0,0,
000000,Cross-industry,cross-industry,Postmasters and Mail Superintendents,12750.0,,81820.0,80250.0,0,
000000,Cross-industry,cross-industry,"Property, Real Estate, and Community Association Managers",234680.0,,70030.0,59230.0,0,
000000,Cross-industry,cross-industry,Social and Community Service Managers,156400.0,,76790.0,74000.0,0,
000000,Cross-industry,cross-industry,Emergency Management Directors,10320.0,,84800.0,76730.0,0,
000000,Cross-industry,cross-industry,Funeral Home Managers,12710.0,,82900.0,74000.0,0,
000000,Cross-industry,cross-industry,"Personal Service Managers, All Other",7350.0,,59580.0,60360.0,0,
000000,Cross-industry,cross-industry,"Managers, All Other",497890.0,,129710.0,124650.0,0,
000000,Cross-industry,cross-industry,Business and Financial Operations Occupations,9053790.0,,82610.0,76570.0,0,
000000,Cross-industry,cross-industry,"Agents and Business Managers of Artists, Performers, and Athletes",12480.0,,116410.0,78410.0,0,
000000,Cross-industry,cross-industry,Buyers and Purchasing Agents,439020.0,,72540.0,63470.0,0,
000000,Cross-industry,cross-industry,"Claims Adjusters, Examiners, and Investigators",278140.0,,70960.0,65080.0,0,
000000,Cross-industry,cross-industry,"Insurance Appraisers, Auto Damage",11430.0,,68180.0,62680.0,0,
000000,Cross-industry,cross-industry,Compliance Officers,334340.0,,75810.0,71650.0,0,
000000,Cross-industry,cross-industry,Cost Estimators,208950.0,,73740.0,65170.0,0,
000000,Cross-industry,cross-industry,Human Resources Specialists,740830.0,,70720.0,62290.0,0,
000000,Cross-industry,cross-industry,Farm Labor Contractors,440.0,,54400.0,47770.0,0,
000000,Cross-industry,cross-industry,Labor Relations Specialists,63810.0,,77070.0,77010.0,0,
000000,Cross-industry,cross-industry,Logisticians,189320.0,,79230.0,77030.0,0,
000000,Cross-industry,cross-industry,Project Management Specialists,743860.0,,98420.0,94500.0,0,
000000,Cross-industry,cross-industry,Management Analysts,768450.0,,100530.0,93000.0,0,
000000,Cross-industry,cross-industry,"Meeting, Convention, and Event Planners",98150.0,,57850.0,49470.0,0,
000000,Cross-industry,cross-industry,Fundraisers,82080.0,,64870.0,60660.0,0,
000000,Cross-industry,cross-industry,"Compensation, Benefits, and Job Analysis Specialists",87750.0,,73810.0,64120.0,0,
000000,Cross-industry,cross-industry,Training and Development Specialists,336030.0,,67620.0,61570.0,0,
000000,Cross-industry,cross-industry,Market Research Analysts and Marketing Specialists,727540.0,,76080.0,63920.0,0,
000000,Cross-industry,cross-industry,"Business Operations Specialists, All Other",1030330.0,,79240.0,74670.0,0,
000000,Cross-industry,cross-industry,Accountants and Auditors,1318550.0,,83980.0,77250.0,0,
000000,Cross-industry,cross-industry,Property Appraisers and Assessors,58340.0,,70050.0,61340.0,0,
000000,Cross-industry,cross-industry,Budget Analysts,47440.0,,84240.0,79940.0,0,
000000,Cross-industry,cross-industry,Credit Analysts,68770.0,,88030.0,77440.0,0,
000000,Cross-industry,cross-industry,Financial and Investment Analysts,291880.0,,103020.0,91580.0,0,
000000,Cross-industry,cross-industry,Personal Financial Advisors,263030.0,,119960.0,94170.0,0,
000000,Cross-industry,cross-industry,Insurance Underwriters,107690.0,,79940.0,76390.0,0,
000000,Cross-industry,cross-industry,Financial Risk Specialists,54320.0,,110610.0,100000.0,0,
000000,Cross-industry,cross-industry,Financial Examiners,60750.0,,96180.0,81410.0,0,
000000,Cross-industry,cross-industry,Credit Counselors,31230.0,,50430.0,47580.0,0,
000000,Cross-industry,cross-industry,Loan Officers,340170.0,,80570.0,63380.0,0,
000000,Cross-industry,cross-industry,"Tax Examiners and Collectors, and Revenue Agents",52270.0,,63200.0,56780.0,0,
000000,Cross-industry,cross-industry,Tax Preparers,83190.0,,51080.0,46290.0,0,
000000,Cross-industry,cross-industry,"Financial Specialists, All Other",123200.0,,80370.0,73240.0,0,
000000,Cross-industry,cross-industry,Computer and Mathematical Occupations,4654750.0,,99860.0,97540.0,0,
000000,Cross-industry,cross-industry,Computer Systems Analysts,505150.0,,102210.0,99270.0,0,
000000,Cross-industry,cross-industry,Information Security Analysts,157220.0,,113270.0,102600.0,0,
000000,Cross-industry,cross-industry,Computer and Information Research Scientists,30840.0,,142650.0,131490.0,0,
000000,Cross-industry,cross-industry,Computer Network Support Specialists,176200.0,,71350.0,62760.0,0,
000000,Cross-industry,cross-industry,Computer User Support Specialists,654310.0,,57650.0,49770.0,0,
000000,Cross-industry,cross-industry,Computer Network Architects,168830.0,,120650.0,120520.0,0,
000000,Cross-industry,cross-industry,Database Administrators,85870.0,,96550.0,96710.0,0,
000000,Cross-industry,cross-industry,Database Architects,50440.0,,121840.0,123430.0,0,
000000,Cross-industry,cross-industry,Network and Computer Systems Administrators,316760.0,,91250.0,80600.0,0,
000000,Cross-industry,cross-industry,Computer Programmers,152610.0,,96650.0,93000.0,0,
000000,Cross-industry,cross-industry,Software Developers,1364180.0,,120990.0,120730.0,0,
000000,Cross-industry,cross-industry,Software Quality Assurance Analysts and Testers,190120.0,,97710.0,98220.0,0,
000000,Cross-industry,cross-industry,Web Developers,84820.0,,81320.0,77030.0,0,
000000,Cross-industry,cross-industry,Web and Digital Interface Designers,82380.0,,95460.0,79890.0,0,
000000,Cross-industry,cross-industry,"Computer Occupations, All Other",370190.0,,98180.0,95270.0,0,
000000,Cross-industry,cross-industry,Actuaries,23040.0,,125300.0,105900.0,0,
000000,Cross-industry,cross-industry,Mathematicians,1770.0,,112430.0,108100.0,0,
000000,Cross-industry,cross-industry,Operations Research Analysts,98700.0,,95830.0,82360.0,0,
000000,Cross-industry,cross-industry,Statisticians,31370.0,,99450.0,95570.0,0,
000000,Cross-industry,cross-industry,Data Scientists,105980.0,,108660.0,100910.0,0,
000000,Cross-industry,cross-industry,"Mathematical Science Occupations, All Other",3970.0,,77960.0,62460.0,0,
000000,Cross-industry,cross-industry,Architecture and Engineering Occupations,2436520.0,,91740.0,79840.0,0,
000000,Cross-industry,cross-industry,"Architects, Except Landscape and Naval",100400.0,,91900.0,80180.0,0,
000000,Cross-industry,cross-industry,Landscape Architects,17430.0,,74980.0,67950.0,0,
000000,Cross-industry,cross-industry,Cartographers and Photogrammetrists,12610.0,,73510.0,68900.0,0,
000000,Cross-industry,cross-industry,Surveyors,46390.0,,68880.0,61600.0,0,
000000,Cross-industry,cross-industry,Aerospace Engineers,56640.0,,122970.0,122270.0,0,
000000,Cross-industry,cross-industry,Agricultural Engineers,1120.0,,87350.0,82640.0,0,
000000,Cross-industry,cross-industry,Bioengineers and Biomedical Engineers,17190.0,,101020.0,97410.0,0,
000000,Cross-industry,cross-industry,Chemical Engineers,24180.0,,121840.0,105550.0,0,
000000,Cross-industry,cross-industry,Civil Engineers,304310.0,,95490.0,88050.0,0,
000000,Cross-industry,cross-industry,Computer Hardware Engineers,73750.0,,136230.0,128170.0,0,
000000,Cross-industry,cross-industry,Electrical Engineers,186020.0,,107890.0,100420.0,0,
000000,Cross-industry,cross-industry,"Electronics Engineers, Except Computer",107170.0,,115490.0,104820.0,0,
000000,Cross-industry,cross-industry,Environmental Engineers,42660.0,,100220.0,96820.0,0,
000000,Cross-industry,cross-industry,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",22870.0,,99700.0,99040.0,0,
000000,Cross-industry,cross-industry,Industrial Engineers,293950.0,,95200.0,95300.0,0,
000000,Cross-industry,cross-industry,Marine Engineers and Naval Architects,7380.0,,97820.0,93370.0,0,
000000,Cross-industry,cross-industry,Materials Engineers,21530.0,,101950.0,98300.0,0,
000000,Cross-industry,cross-industry,Mechanical Engineers,278240.0,,97000.0,95300.0,0,
000000,Cross-industry,cross-industry,"Mining and Geological Engineers, Including Mining Safety Engineers",7370.0,,100450.0,97090.0,0,
000000,Cross-industry,cross-industry,Nuclear Engineers,12670.0,,121760.0,120380.0,0,
000000,Cross-industry,cross-industry,Petroleum Engineers,22100.0,,145720.0,130850.0,0,
000000,Cross-industry,cross-industry,"Engineers, All Other",151940.0,,107800.0,100640.0,0,
000000,Cross-industry,cross-industry,Architectural and Civil Drafters,101310.0,,60620.0,60340.0,0,
000000,Cross-industry,cross-industry,Electrical and Electronics Drafters,20830.0,,67090.0,61510.0,0,
000000,Cross-industry,cross-industry,Mechanical Drafters,47760.0,,62650.0,60200.0,0,
000000,Cross-industry,cross-industry,"Drafters, All Other",15300.0,,58330.0,54240.0,0,
000000,Cross-industry,cross-industry,Aerospace Engineering and Operations Technologists and Technicians,10900.0,,73510.0,73580.0,0,
000000,Cross-industry,cross-industry,Civil Engineering Technologists and Technicians,64170.0,,58000.0,58320.0,0,
000000,Cross-industry,cross-industry,Electrical and Electronic Engineering Technologists and Technicians,101450.0,,69070.0,63640.0,0,
000000,Cross-industry,cross-industry,Electro-Mechanical and Mechatronics Technologists and Technicians,11590.0,,63880.0,60360.0,0,
000000,Cross-industry,cross-industry,Environmental Engineering Technologists and Technicians,14910.0,,56590.0,48390.0,0,
000000,Cross-industry,cross-industry,Industrial Engineering Technologists and Technicians,62030.0,,61230.0,60220.0,0,
000000,Cross-industry,cross-industry,Mechanical Engineering Technologists and Technicians,40180.0,,63390.0,60460.0,0,
000000,Cross-industry,cross-industry,Calibration Technologists and Technicians,8500.0,,62800.0,60340.0,0,
000000,Cross-industry,cross-industry,"Engineering Technologists and Technicians, Except Drafters, All Other",73600.0,,68290.0,61950.0,0,
000000,Cross-industry,cross-industry,Surveying and Mapping Technicians,56070.0,,49810.0,46910.0,0,
000000,Cross-industry,cross-industry,"Life, Physical, and Social Science Occupations",1273640.0,,80730.0,72740.0,0,
000000,Cross-industry,cross-industry,Animal Scientists,2790.0,,80390.0,65090.0,0,
000000,Cross-industry,cross-industry,Food Scientists and Technologists,13510.0,,84150.0,78340.0,0,
000000,Cross-industry,cross-industry,Soil and Plant Scientists,15610.0,,76290.0,66750.0,0,
000000,Cross-industry,cross-industry,Biochemists and Biophysicists,35050.0,,113460.0,102270.0,0,
000000,Cross-industry,cross-industry,Microbiologists,19430.0,,87820.0,79260.0,0,
000000,Cross-industry,cross-industry,Zoologists and Wildlife Biologists,15930.0,,70300.0,64650.0,0,
000000,Cross-industry,cross-industry,"Biological Scientists, All Other",47050.0,,90010.0,82530.0,0,
000000,Cross-industry,cross-industry,Conservation Scientists,22550.0,,68230.0,63750.0,0,
000000,Cross-industry,cross-industry,Foresters,9500.0,,67710.0,64110.0,0,
000000,Cross-industry,cross-industry,Epidemiologists,8180.0,,86740.0,78830.0,0,
000000,Cross-industry,cross-industry,"Medical Scientists, Except Epidemiologists",108550.0,,104050.0,95310.0,0,
000000,Cross-industry,cross-industry,"Life Scientists, All Other",6820.0,,94430.0,81500.0,0,
000000,Cross-industry,cross-industry,Astronomers,1930.0,,139410.0,128160.0,0,
000000,Cross-industry,cross-industry,Physicists,20020.0,,151580.0,152430.0,0,
000000,Cross-industry,cross-industry,Atmospheric and Space Scientists,8520.0,,96880.0,94570.0,0,
000000,Cross-industry,cross-industry,Chemists,80600.0,,89130.0,79430.0,0,
000000,Cross-industry,cross-industry,Materials Scientists,6690.0,,104790.0,100090.0,0,
000000,Cross-industry,cross-industry,"Environmental Scientists and Specialists, Including Health",76890.0,,81240.0,76530.0,0,
000000,Cross-industry,cross-industry,"Geoscientists, Except Hydrologists and Geographers",23620.0,,103550.0,83680.0,0,
000000,Cross-industry,cross-industry,Hydrologists,6390.0,,94780.0,84030.0,0,
000000,Cross-industry,cross-industry,"Physical Scientists, All Other",19680.0,,113220.0,104100.0,0,
000000,Cross-industry,cross-industry,Economists,15640.0,,120830.0,105630.0,0,
000000,Cross-industry,cross-industry,Survey Researchers,8850.0,,64690.0,59740.0,0,
000000,Cross-industry,cross-industry,Industrial-Organizational Psychologists,610.0,,113320.0,105310.0,0,
000000,Cross-industry,cross-industry,Clinical and Counseling Psychologists,58100.0,,99640.0,82510.0,0,
000000,Cross-industry,cross-industry,School Psychologists,57110.0,,82770.0,78780.0,0,
000000,Cross-industry,cross-industry,"Psychologists, All Other",13800.0,,98010.0,102900.0,0,
000000,Cross-industry,cross-industry,Sociologists,2640.0,,96260.0,92910.0,0,
000000,Cross-industry,cross-industry,Urban and Regional Planners,38940.0,,81310.0,78500.0,0,
000000,Cross-industry,cross-industry,Anthropologists and Archeologists,6650.0,,66800.0,61910.0,0,
000000,Cross-industry,cross-industry,Geographers,1440.0,,86740.0,85220.0,0,
000000,Cross-industry,cross-industry,Historians,2910.0,,72130.0,63940.0,0,
000000,Cross-industry,cross-industry,Political Scientists,5650.0,,120430.0,122510.0,0,
000000,Cross-industry,cross-industry,"Social Scientists and Related Workers, All Other",34330.0,,90900.0,84430.0,0,
000000,Cross-industry,cross-industry,Agricultural Technicians,13560.0,,44850.0,40430.0,0,
000000,Cross-industry,cross-industry,Food Science Technicians,11530.0,,47870.0,46590.0,0,
000000,Cross-industry,cross-industry,Biological Technicians,76150.0,,51770.0,48140.0,0,
000000,Cross-industry,cross-industry,Chemical Technicians,57690.0,,55040.0,48990.0,0,
000000,Cross-industry,cross-industry,"Environmental Science and Protection Technicians, Including Health",34110.0,,50550.0,47370.0,0,
000000,Cross-industry,cross-industry,"Geological Technicians, Except Hydrologic Technicians",9210.0,,59080.0,48310.0,0,
000000,Cross-industry,cross-industry,Hydrologic Technicians,3550.0,,71760.0,62280.0,0,
000000,Cross-industry,cross-industry,Nuclear Technicians,5360.0,,95200.0,99340.0,0,
000000,Cross-industry,cross-industry,Social Science Research Assistants,28690.0,,56430.0,49720.0,0,
000000,Cross-industry,cross-industry,Forest and Conservation Technicians,30440.0,,43420.0,39290.0,0,
000000,Cross-industry,cross-industry,Forensic Science Technicians,17020.0,,66850.0,61930.0,0,
000000,Cross-industry,cross-industry,"Life, Physical, and Social Science Technicians, All Other",62230.0,,55420.0,49030.0,0,
000000,Cross-industry,cross-industry,Occupational Health and Safety Specialists,106340.0,,78740.0,77560.0,0,
000000,Cross-industry,cross-industry,Occupational Health and Safety Technicians,21750.0,,57560.0,51120.0,0,
000000,Cross-industry,cross-industry,Community and Social Service Occupations,2239680.0,,53960.0,48410.0,0,
000000,Cross-industry,cross-industry,"Educational, Guidance, and Career Counselors and Advisors",296370.0,,63090.0,60510.0,0,
000000,Cross-industry,cross-industry,Marriage and Family Therapists,54800.0,,59660.0,49880.0,0,
000000,Cross-industry,cross-industry,Rehabilitation Counselors,90310.0,,44740.0,38560.0,0,
000000,Cross-industry,cross-industry,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",310880.0,,53490.0,48520.0,0,
000000,Cross-industry,cross-industry,"Counselors, All Other",29480.0,,49730.0,45160.0,0,
000000,Cross-industry,cross-industry,"Child, Family, and School Social Workers",340050.0,,54880.0,49150.0,0,
000000,Cross-industry,cross-industry,Healthcare Social Workers,173860.0,,62310.0,60840.0,0,
000000,Cross-industry,cross-industry,Mental Health and Substance Abuse Social Workers,113810.0,,57800.0,49130.0,0,
000000,Cross-industry,cross-industry,"Social Workers, All Other",49730.0,,63010.0,61190.0,0,
000000,Cross-industry,cross-industry,Health Education Specialists,55830.0,,64930.0,60600.0,0,
000000,Cross-industry,cross-industry,Probation Officers and Correctional Treatment Specialists,92140.0,,63290.0,60250.0,0,
000000,Cross-industry,cross-industry,Social and Human Service Assistants,398380.0,,40460.0,37610.0,0,
000000,Cross-industry,cross-industry,Community Health Workers,61010.0,,47780.0,46590.0,0,
000000,Cross-industry,cross-industry,"Community and Social Service Specialists, All Other",90770.0,,50510.0,47390.0,0,
000000,Cross-industry,cross-industry,Clergy,50790.0,,57230.0,49720.0,0,
000000,Cross-industry,cross-industry,"Directors, Religious Activities and Education",21000.0,,52880.0,46980.0,0,
000000,Cross-industry,cross-industry,"Religious Workers, All Other",10490.0,,43290.0,37500.0,0,
000000,Cross-industry,cross-industry,Legal Occupations,1178140.0,,113100.0,82430.0,0,
000000,Cross-industry,cross-industry,Lawyers,681010.0,,148030.0,127990.0,0,
000000,Cross-industry,cross-industry,Judicial Law Clerks,14800.0,,62730.0,50750.0,0,
000000,Cross-industry,cross-industry,"Administrative Law Judges, Adjudicators, and Hearing Officers",13840.0,,104160.0,102550.0,0,
000000,Cross-industry,cross-industry,"Arbitrators, Mediators, and Conciliators",7320.0,,62350.0,49410.0,0,
000000,Cross-industry,cross-industry,"Judges, Magistrate Judges, and Magistrates",27790.0,,142520.0,148030.0,0,
000000,Cross-industry,cross-industry,Paralegals and Legal Assistants,336250.0,,58330.0,56230.0,0,
000000,Cross-industry,cross-industry,"Title Examiners, Abstractors, and Searchers",51040.0,,52390.0,47310.0,0,
000000,Cross-industry,cross-industry,"Legal Support Workers, All Other",46090.0,,73000.0,59790.0,0,
000000,Cross-industry,cross-industry,Educational Instruction and Library Occupations,8191930.0,,62140.0,57220.0,0,
000000,Cross-industry,cross-industry,"Business Teachers, Postsecondary",79640.0,,105720.0,94360.0,0,
000000,Cross-industry,cross-industry,"Computer Science Teachers, Postsecondary",37600.0,,89610.0,77910.0,0,
000000,Cross-industry,cross-industry,"Mathematical Science Teachers, Postsecondary",44140.0,,87980.0,77580.0,0,
000000,Cross-industry,cross-industry,"Architecture Teachers, Postsecondary",5950.0,,98600.0,95160.0,0,
000000,Cross-industry,cross-industry,"Engineering Teachers, Postsecondary",35440.0,,115590.0,104940.0,0,
000000,Cross-industry,cross-industry,"Agricultural Sciences Teachers, Postsecondary",8570.0,,97520.0,95910.0,0,
000000,Cross-industry,cross-industry,"Biological Science Teachers, Postsecondary",47690.0,,98710.0,81440.0,0,
000000,Cross-industry,cross-industry,"Forestry and Conservation Science Teachers, Postsecondary",1180.0,,93510.0,82330.0,0,
000000,Cross-industry,cross-industry,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",10250.0,,102840.0,98070.0,0,
000000,Cross-industry,cross-industry,"Chemistry Teachers, Postsecondary",20260.0,,94060.0,79410.0,0,
000000,Cross-industry,cross-industry,"Environmental Science Teachers, Postsecondary",5440.0,,92210.0,81980.0,0,
000000,Cross-industry,cross-industry,"Physics Teachers, Postsecondary",12460.0,,99480.0,93070.0,0,
000000,Cross-industry,cross-industry,"Anthropology and Archeology Teachers, Postsecondary",5010.0,,102110.0,97340.0,0,
000000,Cross-industry,cross-industry,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",9040.0,,91680.0,78910.0,0,
000000,Cross-industry,cross-industry,"Economics Teachers, Postsecondary",11790.0,,124090.0,104940.0,0,
000000,Cross-industry,cross-industry,"Geography Teachers, Postsecondary",3440.0,,88150.0,81440.0,0,
000000,Cross-industry,cross-industry,"Political Science Teachers, Postsecondary",14060.0,,98980.0,81980.0,0,
000000,Cross-industry,cross-industry,"Psychology Teachers, Postsecondary",36060.0,,88390.0,77860.0,0,
000000,Cross-industry,cross-industry,"Sociology Teachers, Postsecondary",12550.0,,87850.0,77980.0,0,
000000,Cross-industry,cross-industry,"Social Sciences Teachers, Postsecondary, All Other",16140.0,,87320.0,77500.0,0,
000000,Cross-industry,cross-industry,"Health Specialties Teachers, Postsecondary",191830.0,,133310.0,102720.0,0,
000000,Cross-industry,cross-industry,"Nursing Instructors and Teachers, Postsecondary",68060.0,,82040.0,77440.0,0,
000000,Cross-industry,cross-industry,"Education Teachers, Postsecondary",58780.0,,76990.0,63910.0,0,
000000,Cross-industry,cross-industry,"Library Science Teachers, Postsecondary",4330.0,,80850.0,77100.0,0,
000000,Cross-industry,cross-industry,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13790.0,,81730.0,64600.0,0,
000000,Cross-industry,cross-industry,"Law Teachers, Postsecondary",14110.0,,130820.0,123470.0,0,
000000,Cross-industry,cross-industry,"Social Work Teachers, Postsecondary",12280.0,,77650.0,71010.0,0,
000000,Cross-industry,cross-industry,"Art, Drama, and Music Teachers, Postsecondary",94720.0,,86240.0,75940.0,0,
000000,Cross-industry,cross-industry,"Communications Teachers, Postsecondary",27330.0,,84580.0,77560.0,0,
000000,Cross-industry,cross-industry,"English Language and Literature Teachers, Postsecondary",58480.0,,82680.0,75930.0,0,
000000,Cross-industry,cross-industry,"Foreign Language and Literature Teachers, Postsecondary",19640.0,,82990.0,77030.0,0,
000000,Cross-industry,cross-industry,"History Teachers, Postsecondary",18590.0,,86460.0,78130.0,0,
000000,Cross-industry,cross-industry,"Philosophy and Religion Teachers, Postsecondary",20850.0,,88260.0,77610.0,0,
000000,Cross-industry,cross-industry,"Family and Consumer Sciences Teachers, Postsecondary",2730.0,,93230.0,79630.0,0,
000000,Cross-industry,cross-industry,"Recreation and Fitness Studies Teachers, Postsecondary",13860.0,,79080.0,72440.0,0,
000000,Cross-industry,cross-industry,"Career/Technical Education Teachers, Postsecondary",105440.0,,63130.0,59840.0,0,
000000,Cross-industry,cross-industry,"Postsecondary Teachers, All Other",199020.0,,92200.0,78160.0,0,
000000,Cross-industry,cross-industry,"Preschool Teachers, Except Special Education",391670.0,,36460.0,30210.0,0,
000000,Cross-industry,cross-industry,"Kindergarten Teachers, Except Special Education",120730.0,,64490.0,60900.0,0,
000000,Cross-industry,cross-industry,"Elementary School Teachers, Except Special Education",1329280.0,,67080.0,61400.0,0,
000000,Cross-industry,cross-industry,"Middle School Teachers, Except Special and Career/Technical Education",592000.0,,66880.0,61320.0,0,
000000,Cross-industry,cross-industry,"Career/Technical Education Teachers, Middle School",11840.0,,69410.0,61820.0,0,
000000,Cross-industry,cross-industry,"Secondary School Teachers, Except Special and Career/Technical Education",1020240.0,,69530.0,61820.0,0,
000000,Cross-industry,cross-industry,"Career/Technical Education Teachers, Secondary School",84360.0,,68960.0,61820.0,0,
000000,Cross-industry,cross-industry,"Special Education Teachers, Preschool",21130.0,,71970.0,62420.0,0,
000000,Cross-industry,cross-industry,"Special Education Teachers, Kindergarten and Elementary School",187070.0,,67090.0,61640.0,0,
000000,Cross-industry,cross-industry,"Special Education Teachers, Middle School",79070.0,,68860.0,61820.0,0,
000000,Cross-industry,cross-industry,"Special Education Teachers, Secondary School",145690.0,,70100.0,62120.0,0,
000000,Cross-industry,cross-industry,"Special Education Teachers, All Other",38000.0,,71330.0,61720.0,0,
000000,Cross-industry,cross-industry,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",38260.0,,60650.0,59720.0,0,
000000,Cross-industry,cross-industry,Self-Enrichment Teachers,216910.0,,49230.0,43580.0,0,
000000,Cross-industry,cross-industry,"Substitute Teachers, Short-Term",374620.0,,38410.0,30100.0,0,
000000,Cross-industry,cross-industry,Tutors,147100.0,,41780.0,36470.0,0,
000000,Cross-industry,cross-industry,"Teachers and Instructors, All Other",164650.0,,62200.0,50540.0,0,
000000,Cross-industry,cross-industry,Archivists,6120.0,,61880.0,60050.0,0,
000000,Cross-industry,cross-industry,Curators,11030.0,,63880.0,60110.0,0,
000000,Cross-industry,cross-industry,Museum Technicians and Conservators,10960.0,,52030.0,47630.0,0,
000000,Cross-industry,cross-industry,Librarians and Media Collections Specialists,127790.0,,64180.0,61190.0,0,
000000,Cross-industry,cross-industry,Library Technicians,73000.0,,39070.0,36970.0,0,
000000,Cross-industry,cross-industry,Farm and Home Management Educators,10620.0,,58040.0,49990.0,0,
000000,Cross-industry,cross-industry,Instructional Coordinators,184740.0,,70560.0,63740.0,0,
000000,Cross-industry,cross-industry,"Teaching Assistants, Postsecondary",121290.0,,41170.0,38040.0,0,
000000,Cross-industry,cross-industry,"Teaching Assistants, Except Postsecondary",1187270.0,,31760.0,29360.0,0,
000000,Cross-industry,cross-industry,"Educational Instruction and Library Workers, All Other",155950.0,,49650.0,46300.0,0,
000000,Cross-industry,cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",1815290.0,,66100.0,51190.0,0,
000000,Cross-industry,cross-industry,Art Directors,42080.0,,115430.0,100890.0,0,
000000,Cross-industry,cross-industry,Craft Artists,3740.0,,40730.0,35930.0,0,
000000,Cross-industry,cross-industry,"Fine Artists, Including Painters, Sculptors, and Illustrators",9430.0,,69010.0,60820.0,0,
000000,Cross-industry,cross-industry,Special Effects Artists and Animators,20430.0,,86220.0,78790.0,0,
000000,Cross-industry,cross-industry,"Artists and Related Workers, All Other",7390.0,,67240.0,61580.0,0,
000000,Cross-industry,cross-industry,Commercial and Industrial Designers,27940.0,,79680.0,77030.0,0,
000000,Cross-industry,cross-industry,Fashion Designers,19310.0,,83650.0,77450.0,0,
000000,Cross-industry,cross-industry,Floral Designers,36000.0,,32100.0,29880.0,0,
000000,Cross-industry,cross-industry,Graphic Designers,204040.0,,59970.0,50710.0,0,
000000,Cross-industry,cross-industry,Interior Designers,61970.0,,62570.0,60340.0,0,
000000,Cross-industry,cross-industry,Merchandise Displayers and Window Trimmers,159790.0,,35520.0,32060.0,0,
