AREA_TITLE,PRIM_STATE,OCC_TITLE,TOT_EMP,LOC_QUOTIENT,RPP_ADJUSTED_A_MEAN,RPP_ADJUSTED_A_MEDIAN
District of Columbia,DC,Paralegals and Legal Assistants,5540.0,3.5,74970.11800019772,69955.33427397975
Florida,FL,Paralegals and Legal Assistants,30000.0,1.46,53179.53268263827,48131.71645469782
Georgia,GA,Paralegals and Legal Assistants,10980.0,1.05,55646.03691639523,49444.58364653804
Hawaii,HI,Paralegals and Legal Assistants,1090.0,0.84,51153.876725516,44044.26506045378
Idaho,ID,Paralegals and Legal Assistants,1710.0,0.95,53685.05927475593,51255.23012552302
Illinois,IL,Paralegals and Legal Assistants,13630.0,1.02,60071.78637636571,57695.34177414902
Indiana,IN,Paralegals and Legal Assistants,5720.0,0.8,52267.21302636545,50585.00026958538
Iowa,IA,Paralegals and Legal Assistants,2400.0,0.68,58056.44873168989,52954.18006430868
Kansas,KS,Paralegals and Legal Assistants,2130.0,0.67,51109.624055201464,50901.19244819378
Kentucky,KY,Paralegals and Legal Assistants,3040.0,0.69,52937.480364436065,52051.07490687133
Louisiana,LA,Paralegals and Legal Assistants,5740.0,1.34,52850.6945966081,51185.415662386615
Maine,ME,Paralegals and Legal Assistants,1150.0,0.82,51797.747029473794,48639.47327812355
Maryland,MD,Paralegals and Legal Assistants,6200.0,1.02,56607.32609698465,56155.44656053773
Massachusetts,MA,Paralegals and Legal Assistants,8430.0,1.04,62709.398901975495,57632.20871850218
Michigan,MI,Paralegals and Legal Assistants,6650.0,0.69,59372.11547643047,52263.58842689357
Minnesota,MN,Paralegals and Legal Assistants,6080.0,0.93,62780.041250520706,60961.36065756988
Mississippi,MS,Paralegals and Legal Assistants,2070.0,0.79,49341.23162550086,43336.68202445699
Missouri,MO,Paralegals and Legal Assistants,5700.0,0.88,58616.41781313164,52954.72821716546
Montana,MT,Paralegals and Legal Assistants,990.0,0.88,55052.58444636169,51306.69345943408
Nebraska,NE,Paralegals and Legal Assistants,1850.0,0.81,56838.61756275136,52686.07426622053
Nevada,NV,Paralegals and Legal Assistants,2920.0,0.95,58842.615366902864,62369.82301162827
New Hampshire,NH,Paralegals and Legal Assistants,1030.0,0.68,57867.52511950053,57360.257535850156
New Jersey,NJ,Paralegals and Legal Assistants,7590.0,0.83,60449.68331515413,55802.527979174876
New Mexico,NM,Paralegals and Legal Assistants,1780.0,0.96,53177.171966587695,52020.4211018052
New York,NY,Paralegals and Legal Assistants,30400.0,1.47,57778.71127995325,54819.91525423729
North Carolina,NC,Paralegals and Legal Assistants,12630.0,1.2,52737.06092425776,50093.278609882196
North Dakota,ND,Paralegals and Legal Assistants,630.0,0.67,54388.98828798174,51908.27963952888
Ohio,OH,Paralegals and Legal Assistants,8970.0,0.72,54618.80401042624,50768.44871781005
Oklahoma,OK,Paralegals and Legal Assistants,2370.0,0.64,53251.94695853504,52044.444936800006
Oregon,OR,Paralegals and Legal Assistants,5030.0,1.15,62776.6130910785,58855.50120350959
Pennsylvania,PA,Paralegals and Legal Assistants,13360.0,1.0,62715.962270807606,61854.70732896827
Rhode Island,RI,Paralegals and Legal Assistants,1550.0,1.42,58481.82361411792,57296.51362126897
South Carolina,SC,Paralegals and Legal Assistants,5870.0,1.19,49181.90259677884,46108.033684480164
South Dakota,SD,Paralegals and Legal Assistants,530.0,0.53,58338.04785516988,52702.80763641607
Tennessee,TN,Paralegals and Legal Assistants,5720.0,0.8,55319.523631320575,51478.19578664671
Texas,TX,Paralegals and Legal Assistants,25780.0,0.88,56882.093764593614,49795.9432295791
Utah,UT,Paralegals and Legal Assistants,3010.0,0.81,57774.44181326116,52932.59472259811
Vermont,VT,Paralegals and Legal Assistants,500.0,0.74,55209.81147374823,49929.04926008514
Virginia,VA,Paralegals and Legal Assistants,9290.0,1.04,53618.56899822053,47292.67291108547
Washington,WA,Paralegals and Legal Assistants,6430.0,0.84,66032.97056527529,58924.55342792855
West Virginia,WV,Paralegals and Legal Assistants,1810.0,1.15,52642.59665282108,50989.94083492171
Wisconsin,WI,Paralegals and Legal Assistants,4330.0,0.66,54741.984209455055,50896.118782606834
Wyoming,WY,Paralegals and Legal Assistants,460.0,0.74,50569.90964580279,50690.236058544266
Alabama,AL,"Title Examiners, Abstractors, and Searchers",400.0,0.57,53631.19617876309,46029.56693404736
Alaska,AK,"Title Examiners, Abstractors, and Searchers",90.0,0.81,60599.967445111506,58148.77584044275
Arizona,AZ,"Title Examiners, Abstractors, and Searchers",1530.0,1.46,52439.490906835126,50309.65353956224
Arkansas,AR,"Title Examiners, Abstractors, and Searchers",720.0,1.66,43769.91447258092,41779.86472133714
California,CA,"Title Examiners, Abstractors, and Searchers",3340.0,0.56,61307.548503090424,56656.26090145532
Colorado,CO,"Title Examiners, Abstractors, and Searchers",1110.0,1.17,56868.817287809805,54121.484530477916
Connecticut,CT,"Title Examiners, Abstractors, and Searchers",50.0,0.09,64042.96170677271,64540.02319620284
Delaware,DE,"Title Examiners, Abstractors, and Searchers",120.0,0.73,59256.52917268138,60147.219918711664
Florida,FL,"Title Examiners, Abstractors, and Searchers",5470.0,1.75,48348.614808242135,46110.6181603076
Georgia,GA,"Title Examiners, Abstractors, and Searchers",790.0,0.5,48181.32464712269,48150.00417606281
Hawaii,HI,"Title Examiners, Abstractors, and Searchers",250.0,1.26,64675.38661273371,66485.908837998
Idaho,ID,"Title Examiners, Abstractors, and Searchers",570.0,2.07,51059.100418410046,42113.40655509066
Illinois,IL,"Title Examiners, Abstractors, and Searchers",1660.0,0.82,48455.80404685836,46473.79008401372
Indiana,IN,"Title Examiners, Abstractors, and Searchers",1130.0,1.05,43640.4809403138,40804.44276702432
Iowa,IA,"Title Examiners, Abstractors, and Searchers",440.0,0.82,49013.04037156127,43252.05430510897
Kansas,KS,"Title Examiners, Abstractors, and Searchers",720.0,1.48,47401.73546738046,42212.88546134691
Kentucky,KY,"Title Examiners, Abstractors, and Searchers",150.0,0.22,54272.69871190701,54598.088057089
Louisiana,LA,"Title Examiners, Abstractors, and Searchers",,,51053.946272842804,50758.14014636925
Maine,ME,"Title Examiners, Abstractors, and Searchers",60.0,0.29,60933.07957409599,60933.07957409599
Maryland,MD,"Title Examiners, Abstractors, and Searchers",480.0,0.52,42363.70654189771,40462.046826016965
Massachusetts,MA,"Title Examiners, Abstractors, and Searchers",160.0,0.13,62990.943644127445,58917.92970766271
Michigan,MI,"Title Examiners, Abstractors, and Searchers",2590.0,1.76,52390.90532927334,49483.8360582687
Minnesota,MN,"Title Examiners, Abstractors, and Searchers",630.0,0.64,57039.51312193288,51969.55996057832
Mississippi,MS,"Title Examiners, Abstractors, and Searchers",70.0,0.18,49445.156522442005,49976.32821791896
Missouri,MO,"Title Examiners, Abstractors, and Searchers",1060.0,1.08,42870.18321705679,39273.2172741301
Montana,MT,"Title Examiners, Abstractors, and Searchers",350.0,2.05,47779.22177203578,50367.49047145806
Nebraska,NE,"Title Examiners, Abstractors, and Searchers",250.0,0.72,52250.11171540365,50833.23342524876
Nevada,NV,"Title Examiners, Abstractors, and Searchers",260.0,0.56,60862.64823168625,60538.18699433763
New Hampshire,NH,"Title Examiners, Abstractors, and Searchers",,,47234.4161545215,40044.87367086137
New Jersey,NJ,"Title Examiners, Abstractors, and Searchers",730.0,0.52,60715.496933977396,57773.21515320947
New Mexico,NM,"Title Examiners, Abstractors, and Searchers",430.0,1.52,49706.919372240205,44123.371928770845
New York,NY,"Title Examiners, Abstractors, and Searchers",1610.0,0.51,51897.647574517825,49568.96551724138
North Carolina,NC,"Title Examiners, Abstractors, and Searchers",410.0,0.25,49869.40994616491,51159.3198656788
North Dakota,ND,"Title Examiners, Abstractors, and Searchers",250.0,1.71,67945.07315895196,64959.44151125649
Ohio,OH,"Title Examiners, Abstractors, and Searchers",2420.0,1.28,55613.83964784391,52617.91713083637
Oklahoma,OK,"Title Examiners, Abstractors, and Searchers",1430.0,2.54,56298.39701337114,50349.510906291194
Oregon,OR,"Title Examiners, Abstractors, and Searchers",910.0,1.37,62776.6130910785,57836.400341641434
Pennsylvania,PA,"Title Examiners, Abstractors, and Searchers",3090.0,1.53,50938.56035529361,48489.69088211184
Rhode Island,RI,"Title Examiners, Abstractors, and Searchers",160.0,0.99,50615.67547975667,45169.127082863946
South Carolina,SC,"Title Examiners, Abstractors, and Searchers",240.0,0.33,48989.78578976017,47260.73452659217
South Dakota,SD,"Title Examiners, Abstractors, and Searchers",220.0,1.44,55265.28891699113,50883.55685713334
Tennessee,TN,"Title Examiners, Abstractors, and Searchers",1180.0,1.09,47504.78790146829,41825.346159772824
Texas,TX,"Title Examiners, Abstractors, and Searchers",8100.0,1.83,56618.13973320338,56303.4253111612
Utah,UT,"Title Examiners, Abstractors, and Searchers",1310.0,2.32,57288.14276048714,50543.38633288227
Virginia,VA,"Title Examiners, Abstractors, and Searchers",1250.0,0.92,49824.9868006805,46608.26375173546
Washington,WA,"Title Examiners, Abstractors, and Searchers",1030.0,0.89,48289.47972631676,43311.750929880145
West Virginia,WV,"Title Examiners, Abstractors, and Searchers",200.0,0.86,71901.545784075,79790.2228881813
Wisconsin,WI,"Title Examiners, Abstractors, and Searchers",730.0,0.73,59102.06005549188,49417.76382743956
Wyoming,WY,"Title Examiners, Abstractors, and Searchers",200.0,2.08,50832.440000875096,50449.58323306132
Alabama,AL,"Legal Support Workers, All Other",210.0,0.34,67711.22885442313,60370.55106139166
Alaska,AK,"Legal Support Workers, All Other",70.0,0.73,72559.10148507742,75661.3908597363
Arizona,AZ,"Legal Support Workers, All Other",510.0,0.54,61434.435127841934,53525.08762316353
Arkansas,AR,"Legal Support Workers, All Other",80.0,0.2,66901.4478170943,63480.351053720166
California,CA,"Legal Support Workers, All Other",10980.0,2.03,54178.5557751997,48561.23151784037
Colorado,CO,"Legal Support Workers, All Other",1890.0,2.2,62334.35913366793,52461.43540855653
Connecticut,CT,"Legal Support Workers, All Other",160.0,0.31,75524.10748223736,64929.87534477549
Delaware,DE,"Legal Support Workers, All Other",230.0,1.63,72729.5064344728,65685.88306356664
District of Columbia,DC,"Legal Support Workers, All Other",1290.0,5.94,77630.29001267176,69371.17487934862
Florida,FL,"Legal Support Workers, All Other",1930.0,0.69,64339.93887410036,50773.9327615104
Georgia,GA,"Legal Support Workers, All Other",1670.0,1.17,59467.13438570116,49402.8230184582
Hawaii,HI,"Legal Support Workers, All Other",100.0,0.58,59800.22432811961,55031.04383230149
Idaho,ID,"Legal Support Workers, All Other",70.0,0.29,69636.94211994421,52867.85216178522
Illinois,IL,"Legal Support Workers, All Other",2230.0,1.22,57281.18960280834,48248.72796118802
Indiana,IN,"Legal Support Workers, All Other",680.0,0.7,65293.578476303446,56095.325389550875
Iowa,IA,"Legal Support Workers, All Other",710.0,1.46,56292.42586638085,55097.802786709544
Kansas,KS,"Legal Support Workers, All Other",80.0,0.18,76450.51943350484,67224.67830226972
Kentucky,KY,"Legal Support Workers, All Other",170.0,0.28,71967.14689645887,63316.2784435169
Louisiana,LA,"Legal Support Workers, All Other",820.0,1.4,60979.885183399805,53299.88167754941
Maine,ME,"Legal Support Workers, All Other",150.0,0.78,65150.9696003292,61766.37004269328
Maryland,MD,"Legal Support Workers, All Other",2090.0,2.5,83023.4506651102,70954.501379174
Massachusetts,MA,"Legal Support Workers, All Other",450.0,0.41,64727.136220731074,50208.812350429354
Michigan,MI,"Legal Support Workers, All Other",850.0,0.64,72316.00055170657,62767.23287322419
Minnesota,MN,"Legal Support Workers, All Other",220.0,0.24,69109.86253213172,61499.85267671175
Mississippi,MS,"Legal Support Workers, All Other",80.0,0.23,64675.9275297052,65160.9103820972
Missouri,MO,"Legal Support Workers, All Other",320.0,0.36,67842.47245223967,62224.250722653276
Montana,MT,"Legal Support Workers, All Other",140.0,0.9,53927.725053785754,43137.81165703802
Nebraska,NE,"Legal Support Workers, All Other",90.0,0.29,51923.139802290985,42397.35806694205
Nevada,NV,"Legal Support Workers, All Other",780.0,1.85,60370.72312989963,57607.56936667259
New Hampshire,NH,"Legal Support Workers, All Other",60.0,0.3,84781.97249048873,74080.5775046337
New Jersey,NJ,"Legal Support Workers, All Other",,,56939.11034931575,48827.21198177802
New Mexico,NM,"Legal Support Workers, All Other",120.0,0.46,61585.86094519893,54133.71595092707
New York,NY,"Legal Support Workers, All Other",1160.0,0.41,64883.47457627118,56372.369959088246
North Carolina,NC,"Legal Support Workers, All Other",990.0,0.69,71531.36826395181,52769.04216193167
North Dakota,ND,"Legal Support Workers, All Other",70.0,0.51,53949.92481037947,53697.463310758154
Ohio,OH,"Legal Support Workers, All Other",590.0,0.35,71480.33182275387,62784.585600103834
Oklahoma,OK,"Legal Support Workers, All Other",190.0,0.36,61505.05710709102,57151.403028725246
Oregon,OR,"Legal Support Workers, All Other",350.0,0.59,60301.65385511298,56370.836245050086
Pennsylvania,PA,"Legal Support Workers, All Other",990.0,0.54,78592.10758423178,62041.485509126185
Rhode Island,RI,"Legal Support Workers, All Other",100.0,0.64,74116.1603792992,66827.97331583124
South Carolina,SC,"Legal Support Workers, All Other",140.0,0.21,85662.74961843468,60687.56470600792
Tennessee,TN,"Legal Support Workers, All Other",610.0,0.62,53239.26299337398,50487.59548286261
Texas,TX,"Legal Support Workers, All Other",2180.0,0.54,69328.54155245579,59958.17343810278
Utah,UT,"Legal Support Workers, All Other",130.0,0.26,69117.89580514209,48534.75981055481
Vermont,VT,"Legal Support Workers, All Other",70.0,0.79,66105.81796067301,60855.46320697344
Virginia,VA,"Legal Support Workers, All Other",6360.0,5.18,123633.62599972622,134320.18615929133
Washington,WA,"Legal Support Workers, All Other",1010.0,0.97,67548.33080773293,56894.88910318226
West Virginia,WV,"Legal Support Workers, All Other",200.0,0.93,53777.420314445306,39917.146854995975
Wisconsin,WI,"Legal Support Workers, All Other",640.0,0.71,52363.76102070768,41093.982666823795
Wyoming,WY,"Legal Support Workers, All Other",40.0,0.5,34763.394517491084,25585.77085475508
Alabama,AL,Educational Instruction and Library Occupations,96070.0,0.86,61970.29691736916,56422.24214025573
Alaska,AK,Educational Instruction and Library Occupations,19260.0,1.12,59853.120003063996,58378.57505338045
Arizona,AZ,Educational Instruction and Library Occupations,138450.0,0.83,53866.27516258103,49585.9223953433
Arkansas,AR,Educational Instruction and Library Occupations,72210.0,1.04,55732.57308960814,53116.44027055732
California,CA,Educational Instruction and Library Occupations,956890.0,1.0,67533.11806220203,55591.831623388825
Colorado,CO,Educational Instruction and Library Occupations,140110.0,0.92,59868.55517479055,48384.12177576716
Connecticut,CT,Educational Instruction and Library Occupations,116260.0,1.27,68818.65052678772,60251.64956190365
Delaware,DE,Educational Instruction and Library Occupations,25840.0,1.02,63095.71342281191,62460.96829345701
District of Columbia,DC,Educational Instruction and Library Occupations,30890.0,0.8,70269.88164031958,67537.81308696786
Florida,FL,Educational Instruction and Library Occupations,397860.0,0.8,54895.001478852406,48230.30661539978
Georgia,GA,Educational Instruction and Library Occupations,248070.0,0.97,59237.45093126201,57274.701411509224
Hawaii,HI,Educational Instruction and Library Occupations,37420.0,1.17,52072.38556174764,52849.58534625133
Idaho,ID,Educational Instruction and Library Occupations,40360.0,0.92,51691.073919107395,51168.061366806134
Illinois,IL,Educational Instruction and Library Occupations,341780.0,1.05,59213.899735731466,49836.31128466059
Indiana,IN,Educational Instruction and Library Occupations,151550.0,0.87,58036.340108912496,51512.37396883593
Iowa,IA,Educational Instruction and Library Occupations,100940.0,1.17,58447.21329046087,53143.97999285459
Kansas,KS,Educational Instruction and Library Occupations,86930.0,1.12,53994.756299571076,51943.35048323222
Kentucky,KY,Educational Instruction and Library Occupations,92660.0,0.87,58053.94730936673,54721.51160181321
Louisiana,LA,Educational Instruction and Library Occupations,116620.0,1.12,53069.81024584776,52817.82724922214
Maine,ME,Educational Instruction and Library Occupations,37340.0,1.08,54770.845121135746,49555.06403991564
Maryland,MD,Educational Instruction and Library Occupations,159330.0,1.08,67603.06148385942,58217.14694557676
Massachusetts,MA,Educational Instruction and Library Occupations,222740.0,1.13,71043.12326967294,59227.62892402984
Michigan,MI,Educational Instruction and Library Occupations,186010.0,0.79,61441.01514010164,52762.24629454765
Minnesota,MN,Educational Instruction and Library Occupations,149990.0,0.94,59904.697072838666,49927.35437854973
Mississippi,MS,Educational Instruction and Library Occupations,66790.0,1.04,55126.3842218912,54087.13525247977
Missouri,MO,Educational Instruction and Library Occupations,146310.0,0.92,58214.340049118684,50987.80726348047
Montana,MT,Educational Instruction and Library Occupations,27970.0,1.02,55762.44716983193,51241.16766957529
Nebraska,NE,Educational Instruction and Library Occupations,58310.0,1.05,62070.168172553975,54822.29076522326
Nevada,NV,Educational Instruction and Library Occupations,51580.0,0.69,70826.74816574735,52897.64817935379
New Hampshire,NH,Educational Instruction and Library Occupations,40530.0,1.1,55623.841576431565,47917.27636328163
New Jersey,NJ,Educational Instruction and Library Occupations,267670.0,1.2,59808.064235235885,56544.97291450884
New Mexico,NM,Educational Instruction and Library Occupations,47220.0,1.05,61630.351363075184,54189.32897327238
New York,NY,Educational Instruction and Library Occupations,646320.0,1.28,70563.63237872589,57267.314436002336
North Carolina,NC,Educational Instruction and Library Occupations,261920.0,1.02,56830.65934651671,51084.696977773034
North Dakota,ND,Educational Instruction and Library Occupations,23290.0,1.01,60019.9773882309,53401.09546337662
Ohio,OH,Educational Instruction and Library Occupations,306050.0,1.01,67500.1892730832,65531.74920775695
Oklahoma,OK,Educational Instruction and Library Occupations,91060.0,1.01,,
Oregon,OR,Educational Instruction and Library Occupations,93170.0,0.88,65872.73856665891,57914.046121593296
Pennsylvania,PA,Educational Instruction and Library Occupations,320890.0,0.99,68661.73433916843,63763.99539280489
Rhode Island,RI,Educational Instruction and Library Occupations,31040.0,1.17,68934.10264196781,61185.50591185603
South Carolina,SC,Educational Instruction and Library Occupations,104880.0,0.87,54860.02155977501,51508.65059289381
South Dakota,SD,Educational Instruction and Library Occupations,24150.0,0.99,50084.861393058,52447.66880761423
Tennessee,TN,Educational Instruction and Library Occupations,146200.0,0.84,57146.63085830012,53327.316353710354
Texas,TX,Educational Instruction and Library Occupations,743520.0,1.05,56354.18570181316,60770.33968853425
Utah,UT,Educational Instruction and Library Occupations,89500.0,0.99,58736.46820027063,50458.812584573745
Vermont,VT,Educational Instruction and Library Occupations,24230.0,1.47,58534.36042975877,49493.20900060815
Virginia,VA,Educational Instruction and Library Occupations,227910.0,1.04,63982.47912552064,57754.35577543558
Washington,WA,Educational Instruction and Library Occupations,171640.0,0.92,61744.0418790467,56196.9049915048
West Virginia,WV,Educational Instruction and Library Occupations,41160.0,1.08,53645.207849013364,52422.24254376783
Wisconsin,WI,Educational Instruction and Library Occupations,154080.0,0.96,58952.08201656186,52481.600908438406
Wyoming,WY,Educational Instruction and Library Occupations,18970.0,1.25,55218.88468354153,52462.31595528233
Alabama,AL,"Business Teachers, Postsecondary",1210.0,1.11,118154.27903652187,90720.3394638015
Alaska,AK,"Business Teachers, Postsecondary",80.0,0.49,95069.84938576586,97032.71766294201
Arizona,AZ,"Business Teachers, Postsecondary",1540.0,0.94,89370.45729469298,65828.5170748855
Arkansas,AR,"Business Teachers, Postsecondary",590.0,0.87,104824.19363854884,71585.89077086479
California,CA,"Business Teachers, Postsecondary",4720.0,0.51,117892.25113375134,108106.65760261905
Colorado,CO,"Business Teachers, Postsecondary",1740.0,1.18,84555.71843236999,75944.82035550292
Connecticut,CT,"Business Teachers, Postsecondary",1430.0,1.61,109889.57437891679,101936.59054803467
Delaware,DE,"Business Teachers, Postsecondary",440.0,1.77,,
District of Columbia,DC,"Business Teachers, Postsecondary",700.0,1.86,106820.28560900864,88998.93053895445
Florida,FL,"Business Teachers, Postsecondary",2750.0,0.57,93719.80676328501,97969.04268953956
Georgia,GA,"Business Teachers, Postsecondary",1280.0,0.52,91967.34318884155,80879.89643364235
Hawaii,HI,"Business Teachers, Postsecondary",410.0,1.32,63854.02774956504,43964.77871885681
Idaho,ID,"Business Teachers, Postsecondary",270.0,0.64,98260.98326359832,85218.35774058578
Illinois,IL,"Business Teachers, Postsecondary",3820.0,1.2,109622.13544748156,78659.33025677434
Indiana,IN,"Business Teachers, Postsecondary",1900.0,1.13,114217.93281932389,103423.73429665175
Iowa,IA,"Business Teachers, Postsecondary",840.0,1.0,98874.59807073956,71911.84351554126
Kansas,KS,"Business Teachers, Postsecondary",610.0,0.81,91161.40285441601,70362.12249196442
Kentucky,KY,"Business Teachers, Postsecondary",660.0,0.63,105291.50397199407,87372.64934248912
Louisiana,LA,"Business Teachers, Postsecondary",530.0,0.53,102436.56601954512,89333.45019501292
Maine,ME,"Business Teachers, Postsecondary",310.0,0.94,89059.204773417,79419.7829329767
Maryland,MD,"Business Teachers, Postsecondary",1410.0,0.98,113374.69286312758,98048.44525196991
Massachusetts,MA,"Business Teachers, Postsecondary",3050.0,1.59,101318.56787574492,76627.09398901975
Michigan,MI,"Business Teachers, Postsecondary",2060.0,0.9,115773.50323066639,106288.3940033739
Minnesota,MN,"Business Teachers, Postsecondary",1210.0,0.78,108399.45947593551,83293.53911179297
Mississippi,MS,"Business Teachers, Postsecondary",490.0,0.79,106857.88847703836,88578.6538261683
Missouri,MO,"Business Teachers, Postsecondary",1270.0,0.82,119493.16467801177,107115.68972636978
Montana,MT,"Business Teachers, Postsecondary",230.0,0.86,106719.66975001912,85041.55427173545
Nebraska,NE,"Business Teachers, Postsecondary",590.0,1.08,102799.96948262144,82789.28840012643
Nevada,NV,"Business Teachers, Postsecondary",250.0,0.34,94491.48550914248,81335.10565923197
New Hampshire,NH,"Business Teachers, Postsecondary",520.0,1.44,119988.29382499268,98000.19510291678
New Jersey,NJ,"Business Teachers, Postsecondary",2560.0,1.18,110120.16608768184,91705.69849402836
New Mexico,NM,"Business Teachers, Postsecondary",340.0,0.78,110647.66925823351,90582.4907960448
New York,NY,"Business Teachers, Postsecondary",8690.0,1.77,110324.73699590882,92562.82875511397
North Carolina,NC,"Business Teachers, Postsecondary",2750.0,1.1,100570.33207185117,83172.53877725068
North Dakota,ND,"Business Teachers, Postsecondary",210.0,0.96,109667.08011810809,99524.71378549555
Ohio,OH,"Business Teachers, Postsecondary",5700.0,1.94,106111.89824679047,84242.74543311089
Oklahoma,OK,"Business Teachers, Postsecondary",670.0,0.76,84037.70951267878,70932.43527678383
Oregon,OR,"Business Teachers, Postsecondary",800.0,0.77,110587.00209643607,96406.9415327277
Pennsylvania,PA,"Business Teachers, Postsecondary",4330.0,1.37,114380.88221560429,102115.7817185668
Rhode Island,RI,"Business Teachers, Postsecondary",440.0,1.69,123007.7485967301,100046.04096666438
South Carolina,SC,"Business Teachers, Postsecondary",860.0,0.73,88789.98431046076,68831.18269241032
South Dakota,SD,"Business Teachers, Postsecondary",300.0,1.24,80923.38070041154,69541.9703373379
Tennessee,TN,"Business Teachers, Postsecondary",1540.0,0.91,107744.29304158321,85874.03966803884
Texas,TX,"Business Teachers, Postsecondary",6200.0,0.9,96099.5715823029,81917.11843414347
Utah,UT,"Business Teachers, Postsecondary",670.0,0.77,124968.28484438431,129662.12787550745
Vermont,VT,"Business Teachers, Postsecondary",100.0,0.61,106963.30833164405,82546.11798094466
Virginia,VA,"Business Teachers, Postsecondary",2580.0,1.21,107491.34711277107,80154.0898335908
Washington,WA,"Business Teachers, Postsecondary",1400.0,0.77,99334.15989346558,86302.06180832988
West Virginia,WV,"Business Teachers, Postsecondary",340.0,0.93,87271.24489053909,72254.1123585602
Wisconsin,WI,"Business Teachers, Postsecondary",2140.0,1.38,107673.5192346835,104320.43879289104
Wyoming,WY,"Business Teachers, Postsecondary",120.0,0.82,92935.74569559605,67743.77037344943
Alabama,AL,"Computer Science Teachers, Postsecondary",600.0,1.17,110257.66119425,88212.93638457436
Arizona,AZ,"Computer Science Teachers, Postsecondary",790.0,1.02,85782.81862263624,65828.5170748855
Arkansas,AR,"Computer Science Teachers, Postsecondary",370.0,1.16,94001.900609313,84018.11168874729
California,CA,"Computer Science Teachers, Postsecondary",1810.0,0.41,124896.01688775192,117114.0549388624
Colorado,CO,"Computer Science Teachers, Postsecondary",690.0,0.98,84487.76320515684,75808.90990107661
Connecticut,CT,"Computer Science Teachers, Postsecondary",500.0,1.19,103447.2676237537,95650.22465230062
Delaware,DE,"Computer Science Teachers, Postsecondary",140.0,1.2,98395.73287467878,92836.59408048977
District of Columbia,DC,"Computer Science Teachers, Postsecondary",160.0,0.91,106820.28560900864,89987.5079760225
Florida,FL,"Computer Science Teachers, Postsecondary",6470.0,2.82,51503.49995070492,48131.71645469782
Georgia,GA,"Computer Science Teachers, Postsecondary",610.0,0.52,81725.54915225925,80973.85784682201
Hawaii,HI,"Computer Science Teachers, Postsecondary",110.0,0.77,84891.4128255628,87408.48030946683
Idaho,ID,"Computer Science Teachers, Postsecondary",70.0,0.33,106498.4309623431,87877.00488145048
Illinois,IL,"Computer Science Teachers, Postsecondary",1130.0,0.75,96329.82290064292,95757.89847355342
Indiana,IN,"Computer Science Teachers, Postsecondary",890.0,1.12,100932.76540680433,88402.43705181431
Iowa,IA,"Computer Science Teachers, Postsecondary",330.0,0.83,100973.56198642372,88658.89603429797
Kansas,KS,"Computer Science Teachers, Postsecondary",240.0,0.68,80268.10886711937,70241.45156159154
Kentucky,KY,"Computer Science Teachers, Postsecondary",260.0,0.53,81369.77693999372,71843.72335173466
Louisiana,LA,"Computer Science Teachers, Postsecondary",210.0,0.43,93036.50466716333,84469.08278189228
Maine,ME,"Computer Science Teachers, Postsecondary",100.0,0.62,87135.43541998869,79316.9075664832
Maryland,MD,"Computer Science Teachers, Postsecondary",920.0,1.35,90046.41179405591,77337.29983148658
Massachusetts,MA,"Computer Science Teachers, Postsecondary",880.0,0.97,101205.94997888413,92356.06025057482
Michigan,MI,"Computer Science Teachers, Postsecondary",620.0,0.58,102139.98493416655,103487.42215101907
Minnesota,MN,"Computer Science Teachers, Postsecondary",530.0,0.72,89735.12288794287,81840.62668278755
Mississippi,MS,"Computer Science Teachers, Postsecondary",160.0,0.54,103301.34755949701,89132.91994318772
Missouri,MO,"Computer Science Teachers, Postsecondary",580.0,0.79,96194.38829845036,86511.92106235464
Montana,MT,"Computer Science Teachers, Postsecondary",60.0,0.48,96868.95934124739,86177.33462928786
Nebraska,NE,"Computer Science Teachers, Postsecondary",220.0,0.87,107475.66784013252,105590.1298078495
Nevada,NV,"Computer Science Teachers, Postsecondary",120.0,0.36,82643.41710015385,74762.1489800404
New Hampshire,NH,"Computer Science Teachers, Postsecondary",120.0,0.7,104711.73544044484,90118.0372646571
New Jersey,NJ,"Computer Science Teachers, Postsecondary",1360.0,1.33,97196.1246207573,90624.11204502333
New Mexico,NM,"Computer Science Teachers, Postsecondary",150.0,0.72,86889.78611231607,71218.03641540704
New York,NY,"Computer Science Teachers, Postsecondary",3500.0,1.51,99357.1011104617,90718.14728229106
North Carolina,NC,"Computer Science Teachers, Postsecondary",1340.0,1.14,88246.8951548425,82191.7808219178
North Dakota,ND,"Computer Science Teachers, Postsecondary",80.0,0.8,94519.39014082961,89986.05973458613
Ohio,OH,"Computer Science Teachers, Postsecondary",990.0,0.72,101764.02513546545,88341.85963508149
Oklahoma,OK,"Computer Science Teachers, Postsecondary",340.0,0.81,78620.56741517021,67110.52520798946
Oregon,OR,"Computer Science Teachers, Postsecondary",370.0,0.76,116866.60455004271,122738.5666589021
Pennsylvania,PA,"Computer Science Teachers, Postsecondary",2070.0,1.39,110697.20144026731,101762.97848937959
Rhode Island,RI,"Computer Science Teachers, Postsecondary",220.0,1.79,95265.61719385206,78014.9486202404
South Carolina,SC,"Computer Science Teachers, Postsecondary",330.0,0.59,81745.70138644296,82855.70960477304
South Dakota,SD,"Computer Science Teachers, Postsecondary",120.0,1.03,88821.59140071218,85183.0898421467
